userId,1
266,0.3574077096032742
313,0.3515615184909569
368,0.34512705158353046
57,0.34503427880758364
469,0.3306643150652009
91,0.3302371780300795
39,0.32978223365752674
288,0.3295971915492408
45,0.3285343568245538
452,0.3282117893389124
19,0.3253761603058969
135,0.32397115454397096
590,0.3224421524614149
217,0.3207129677163324
330,0.3181957571481519
577,0.31731916472307153
480,0.3167740365731215
64,0.31513960343880987
597,0.312842601926299
226,0.3112182095922621
202,0.30938105715961617
561,0.3069101647397298
555,0.30288829060244554
160,0.2994586910920437
328,0.2992993235902566
239,0.295574657496315
608,0.2924834810621643
599,0.28870689191265414
434,0.2862604121812887
354,0.2858722936180958
600,0.28374803477797983
391,0.28320795795495024
96,0.2827795137656078
414,0.28055698977941956
570,0.2790441964619577
234,0.2772039180787865
294,0.27304439339015923
220,0.2724998010444894
493,0.272494113636061
274,0.27241709273448106
182,0.2697408632675349
307,0.2695621980888018
198,0.2694363429780011
607,0.2693892401115333
425,0.2683079776297531
385,0.265715284152712
380,0.2646409758236844
68,0.26305429238207934
166,0.2579067662680685
453,0.25736431850631136
17,0.25657330218598756
219,0.25598756117809407
42,0.2556595612535332
428,0.25485213114566785
372,0.25453362607032276
448,0.2543835616084106
477,0.25406645004552086
573,0.2530887937553819
387,0.25291524779761865
580,0.2500229399847552
332,0.24943055402450828
304,0.24930142238085673
201,0.2465406271178145
282,0.2462103844357245
186,0.24573695068267415
527,0.239247253506496
27,0.23893291665826213
524,0.23737276414951472
312,0.23671889744898342
66,0.23651987880014663
483,0.23565032230669253
93,0.23276622865499486
356,0.23227423119458793
514,0.23009432559790727
171,0.23003491959478053
532,0.2279434739592204
381,0.2277244896573998
195,0.22592644808053983
357,0.2253354315278704
115,0.2252569838569054
603,0.2214855331670754
79,0.21642622037554046
164,0.21601487176556375
474,0.21494612311915343
82,0.21403908560629403
103,0.2138005020304699
199,0.2133516432950118
464,0.21311172822664626
63,0.21258496370190602
156,0.21213648940351226
465,0.21146266143815862
292,0.21071003406250371
522,0.20991827978571964
247,0.20987019970253676
18,0.20968265671182132
59,0.20937352208625987
370,0.20936311442917524
489,0.20928932375371548
322,0.2086471953089977
167,0.2082876898292097
298,0.20614367420965368
144,0.2049678547752005
177,0.20431813638953492
183,0.20412624008396862
215,0.20330596216182995
525,0.2029074631030252
376,0.2021911443665478
72,0.20158692931732636
